Concurso,Data,Jogo_Num,Mandante,Gols_Mandante,Visitante,Gols_Visitante,Campeonato,Dia_Semana,Torneio_Exato
895,17/08/2020,10,FIGUEIRENSE,0,CRUZEIRO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
895,17/08/2020,11,FLUMINENSE,2,INTERNACIONAL,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
895,17/08/2020,12,ATLETICO,1,SPORT,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
895,17/08/2020,13,SANTOS,3,ATHLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
895,17/08/2020,14,VASCO DA GAMA,2,SAO PAULO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
896,24/08/2020,1,PSG,0,BAYERN DE MUNIQUE,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Champions League / Europa League
896,24/08/2020,2,ATHLETICO,0,FLUMINENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
896,24/08/2020,3,NAUTICO,3,JUVENTUDE,3,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
896,24/08/2020,4,INTERNACIONAL,1,ATLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
896,24/08/2020,5,CRB,2,VITORIA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
896,24/08/2020,6,GOIAS,2,ATLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
896,24/08/2020,7,BOTAFOGO,0,FIGUEIRENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
896,24/08/2020,8,FLAMENGO,1,BOTAFOGO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
896,24/08/2020,9,VASCO DA GAMA,0,GREMIO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
896,24/08/2020,10,RB BRAGANTINO,1,CORITIBA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
896,24/08/2020,11,CEARA,2,BAHIA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
896,24/08/2020,12,CONFIANCA,1,CRUZEIRO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
896,24/08/2020,13,SPORT,0,SAO PAULO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
896,24/08/2020,14,PALMEIRAS,2,SANTOS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
897,31/08/2020,1,FLUMINENSE,2,VASCO DA GAMA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
897,31/08/2020,2,BOTAFOGO,0,INTERNACIONAL,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
897,31/08/2020,3,VITORIA,1,PARANA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
897,31/08/2020,4,CRUZEIRO,1,AMERICA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
897,31/08/2020,5,FIGUEIRENSE,0,CONFIANCA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
897,31/08/2020,6,SAMP CORREA,1,PONTE PRETA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
897,31/08/2020,7,BAHIA,1,PALMEIRAS,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
897,31/08/2020,8,SANTOS,0,FLAMENGO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
897,31/08/2020,9,CORITIBA,1,SPORT,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
897,31/08/2020,10,FORTALEZA,3,RB BRAGANTINO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
897,31/08/2020,11,REMO,0,VILA NOVA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B
897,31/08/2020,12,ATLETICO,0,CEARA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
897,31/08/2020,13,CSA,0,CRB,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B
897,31/08/2020,14,SAO PAULO,2,CORINTHIANS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
898,08/09/2020,1,FLAMENGO,2,FORTALEZA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
898,08/09/2020,2,VITORIA,4,CUIABA ESPORTE CL,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
898,08/09/2020,3,CSA,1,CONFIANCA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
898,08/09/2020,4,VILA NOVA,1,SANTA CRUZ,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
898,08/09/2020,5,SAMP CORREA,1,AMERICA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
898,08/09/2020,6,BRASIL,2,NAUTICO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Seleções (Copa/Eliminatórias/Amistosos)
898,08/09/2020,7,CEARA,0,SANTOS,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
898,08/09/2020,8,RB BRAGANTINO,1,PALMEIRAS,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
898,08/09/2020,9,SAO PAULO,3,FLUMINENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
898,08/09/2020,10,INTERNACIONAL,2,BAHIA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
898,08/09/2020,11,VASCO DA GAMA,1,ATHLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
898,08/09/2020,12,ATLETICO,1,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
898,08/09/2020,13,SPORT,2,GOIAS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
898,08/09/2020,14,CORINTHIANS,2,BOTAFOGO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
899,14/09/2020,1,ATHLETICO,1,CORITIBA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
899,14/09/2020,2,BOTAFOGO,0,VILA NOVA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
899,14/09/2020,3,NAUTICO,3,BOTAFOGO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
899,14/09/2020,4,SANTOS,2,SAO PAULO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
899,14/09/2020,5,OESTE,2,CSA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B
899,14/09/2020,6,ATLETICO,2,RB BRAGANTINO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
899,14/09/2020,7,GREMIO,1,FORTALEZA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
899,14/09/2020,8,FLUMINENSE,2,CORINTHIANS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
899,14/09/2020,9,BAHIA,0,ATLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
899,14/09/2020,10,SANTA CRUZ,1,REMO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
899,14/09/2020,11,CEARA,2,FLAMENGO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
899,14/09/2020,12,GOIAS,1,INTERNACIONAL,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
899,14/09/2020,13,PALMEIRAS,2,SPORT,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
899,14/09/2020,14,BOTAFOGO,2,VASCO DA GAMA,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
900,21/09/2020,1,GREMIO,1,PALMEIRAS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
900,21/09/2020,2,SAO BENTO,1,VOLTA REDONDA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
900,21/09/2020,3,AMERICA,0,FIGUEIRENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
900,21/09/2020,4,CUIABA ESPORTE CL,3,OESTE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
900,21/09/2020,5,FORTALEZA,1,INTERNACIONAL,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
900,21/09/2020,6,RB BRAGANTINO,4,CEARA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
900,21/09/2020,7,PONTE PRETA,1,OPERARIO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
900,21/09/2020,8,CSA,3,CRUZEIRO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
900,21/09/2020,9,ATLETICO,3,ATLETICO,4,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
900,21/09/2020,10,AVAI,2,SAMP CORREA,5,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
900,21/09/2020,11,CORITIBA,1,VASCO DA GAMA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
900,21/09/2020,12,BOA ESPORTE,1,ITUANO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
900,21/09/2020,13,BOTAFOGO,0,SANTOS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
900,21/09/2020,14,SPORT,1,FLUMINENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
901,28/09/2020,1,PALMEIRAS,1,FLAMENGO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
901,28/09/2020,2,CSA,3,JUVENTUDE,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
901,28/09/2020,3,VITORIA,3,OESTE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
901,28/09/2020,4,BRASIL,1,PARANA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Seleções (Copa/Eliminatórias/Amistosos)
901,28/09/2020,5,ATHLETICO,1,BAHIA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
901,28/09/2020,6,BOTAFOGO,1,PAYSANDU,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
901,28/09/2020,7,ATLETICO,3,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
901,28/09/2020,8,VASCO DA GAMA,1,RB BRAGANTINO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
901,28/09/2020,9,YPIRANGA,2,ITUANO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
901,28/09/2020,10,TOMBENSE,2,LONDRINA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B
901,28/09/2020,11,CEARA,2,GOIAS,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
901,28/09/2020,12,ATLETICO,1,BOTAFOGO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
901,28/09/2020,13,SANTOS,1,FORTALEZA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
901,28/09/2020,14,INTERNACIONAL,1,SAO PAULO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
902,05/10/2020,1,GREMIO,1,INTERNACIONAL,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
902,05/10/2020,2,PALMEIRAS,2,CEARA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
902,05/10/2020,3,PONTE PRETA,1,JUVENTUDE,3,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
902,05/10/2020,4,PAYSANDU,2,REMO,3,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
902,05/10/2020,5,RB BRAGANTINO,0,CORINTHIANS,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
902,05/10/2020,6,BOTAFOGO,1,FLUMINENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
902,05/10/2020,7,MANCHESTER UNITED,1,TOTTENHAM,6,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Premier League (Inglaterra)
902,05/10/2020,8,JUVENTUS,1,NAPOLI,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Serie A (Itália)
902,05/10/2020,9,CORITIBA,1,SAO PAULO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
902,05/10/2020,10,FLAMENGO,3,ATHLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
902,05/10/2020,11,BAHIA,1,SPORT,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
902,05/10/2020,12,FORTALEZA,0,ATLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
902,05/10/2020,13,GOIAS,2,SANTOS,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
902,05/10/2020,14,ATLETICO,4,VASCO DA GAMA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
903,13/10/2020,1,PALMEIRAS,0,SAO PAULO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
903,13/10/2020,2,GUARANI,3,CRB,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
903,13/10/2020,3,VASCO DA GAMA,1,FLAMENGO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
903,13/10/2020,4,CSA,4,PARANA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
903,13/10/2020,5,CORITIBA,0,FORTALEZA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
903,13/10/2020,6,ATLETICO,3,GOIAS,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
903,13/10/2020,7,SANTOS,2,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
903,13/10/2020,8,FLUMINENSE,1,BAHIA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
903,13/10/2020,9,OESTE,0,CRUZEIRO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
903,13/10/2020,10,SAMP CORREA,2,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
903,13/10/2020,11,SANTA CRUZ,2,PAYSANDU,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
903,13/10/2020,12,SPORT,1,BOTAFOGO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
903,13/10/2020,13,INTERNACIONAL,2,ATHLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
903,13/10/2020,14,CEARA,2,CORINTHIANS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
904,19/10/2020,1,CORINTHIANS,1,FLAMENGO,5,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
904,19/10/2020,2,CHAPECOENSE,1,VITORIA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
904,19/10/2020,3,CORITIBA,1,SANTOS,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
904,19/10/2020,4,CRB,4,OPERARIO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
904,19/10/2020,5,FLUMINENSE,2,CEARA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
904,19/10/2020,6,ATLETICO,1,ATHLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
904,19/10/2020,7,SAO PAULO,0,GREMIO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
904,19/10/2020,8,TOTTENHAM,3,WEST HAM,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Premier League (Inglaterra)
904,19/10/2020,9,LONDRINA,3,YPIRANGA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
904,19/10/2020,10,BOA ESPORTE,2,CRICIUMA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
904,19/10/2020,11,INTERNACIONAL,2,VASCO DA GAMA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
904,19/10/2020,12,PARANA,0,SAMP CORREA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
904,19/10/2020,13,RB BRAGANTINO,2,SPORT,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
904,19/10/2020,14,FORTALEZA,2,PALMEIRAS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
905,26/10/2020,1,ARSENAL,0,LEICESTER,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Premier League (Inglaterra)
905,26/10/2020,2,RB BRAGANTINO,2,GOIAS,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
905,26/10/2020,3,CEARA,2,CORITIBA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
905,26/10/2020,4,ATLETICO,0,SPORT,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
905,26/10/2020,5,FLUMINENSE,3,SANTOS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
905,26/10/2020,6,ATLETICO,0,PALMEIRAS,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
905,26/10/2020,7,INTERNACIONAL,2,FLAMENGO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
905,26/10/2020,8,ATHLETICO,1,GREMIO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
905,26/10/2020,9,CRB,1,PONTE PRETA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
905,26/10/2020,10,SAMP CORREA,3,CUIABA ESPORTE CL,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
905,26/10/2020,11,AMERICA,2,CONFIANCA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
905,26/10/2020,12,NAUTICO,1,CRUZEIRO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
905,26/10/2020,13,GUARANI,2,AVAI,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
905,26/10/2020,14,BOTAFOGO,2,VITORIA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
906,03/11/2020,1,FLAMENGO,1,SAO PAULO,4,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
906,03/11/2020,2,CONFIANCA,0,CHAPECOENSE,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
906,03/11/2020,3,BOTAFOGO,2,CEARA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
906,03/11/2020,4,CORINTHIANS,1,INTERNACIONAL,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
906,03/11/2020,5,OPERARIO,0,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
906,03/11/2020,6,CORITIBA,1,ATLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
906,03/11/2020,7,FORTALEZA,0,FLUMINENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
906,03/11/2020,8,CSA,3,NAUTICO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
906,03/11/2020,9,CUIABA ESPORTE CL,3,CRB,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
906,03/11/2020,10,SPORT,1,ATHLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
906,03/11/2020,11,SANTOS,3,BAHIA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
906,03/11/2020,12,GOIAS,1,VASCO DA GAMA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
906,03/11/2020,13,PALMEIRAS,3,ATLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Segunda-feira,Campeonato Brasileiro - Série A
906,03/11/2020,14,GREMIO,2,RB BRAGANTINO,1,PRINCIPAL - FUTEBOL MASCULINO,Segunda-feira,Campeonato Brasileiro - Série A
907,09/11/2020,1,ATLETICO,4,FLAMENGO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
907,09/11/2020,2,FIGUEIRENSE,0,OPERARIO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
907,09/11/2020,3,ATHLETICO,2,FORTALEZA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
907,09/11/2020,4,AMERICA,1,PONTE PRETA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
907,09/11/2020,5,SAO PAULO,2,GOIAS,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
907,09/11/2020,6,ATLETICO,1,CORINTHIANS,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
907,09/11/2020,7,SAMP CORREA,2,VITORIA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
907,09/11/2020,8,VASCO DA GAMA,0,PALMEIRAS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
907,09/11/2020,9,INTERNACIONAL,2,CORITIBA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
907,09/11/2020,10,CRB,0,JUVENTUDE,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série B/C
907,09/11/2020,11,BAHIA,1,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
907,09/11/2020,12,RB BRAGANTINO,1,SANTOS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
907,09/11/2020,13,FLUMINENSE,0,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro - Série A
907,09/11/2020,14,CEARA,0,SPORT,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo,Campeonato Brasileiro (Série B/C/D)
908,16/11/2020,1,PALMEIRAS,2,FLUMINENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
908,16/11/2020,2,FERROVIARIO,0,JACUIPENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
908,16/11/2020,3,SANTOS,2,INTERNACIONAL,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
908,16/11/2020,4,SPORT,0,VASCO DA GAMA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
908,16/11/2020,5,GOIAS,0,ATHLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
908,16/11/2020,6,TREZE,1,MANAUS,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro (Série B/C/D)
908,16/11/2020,7,CRICIUMA,0,ITUANO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B
908,16/11/2020,8,LONDRINA,2,BRUSQUE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série B/C
908,16/11/2020,9,CORINTHIANS,1,ATLETICO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
908,16/11/2020,10,GREMIO,4,CEARA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
908,16/11/2020,11,FORTALEZA,2,SAO PAULO,3,PRINCIPAL - FUTEBOL MASCULINO,Sábado,Campeonato Brasileiro - Série A
