Concurso,Data,Jogo_Num,Mandante,Gols_Mandante,Visitante,Gols_Visitante,Campeonato,Dia_Semana
1167,03/02/2025,9,CORINTHIANS,2,NOROESTE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1167,03/02/2025,10,SANTOS,3,SAO PAULO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1167,03/02/2025,11,GUARANI,1,PALMEIRAS,4,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1167,03/02/2025,12,CRUZEIRO,3,UBERLANDIA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1167,03/02/2025,13,INTERNACIONAL,1,AVENIDA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1167,03/02/2025,14,FLUMINENSE,1,BOAVISTA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,1,FLUMINENSE,0,FLAMENGO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1168,10/02/2025,2,FORTALEZA,1,CEARA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1168,10/02/2025,3,BRAGANTINO,1,SAO PAULO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1168,10/02/2025,4,BRUSQUE,1,CRICIUMA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1168,10/02/2025,5,GREMIO,1,INTERNACIONAL,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1168,10/02/2025,6,BOTAFOGO,0,MADUREIRA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,7,GOIAS,1,ATLETICO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,8,PONTE PRETA,2,GUARANI,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,9,CRUZEIRO,0,ATLETICO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,10,NAUTICO,4,AFOGADOS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,11,NOVORIZONTINO,0,SANTOS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,12,AGUA SANTA,1,PALMEIRAS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,13,JUVENTUDE,3,SAO JOSE,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1168,10/02/2025,14,CORINTHIANS,2,SAO BERNARDO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1169,17/02/2025,1,PALMEIRAS,0,SAO PAULO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1169,17/02/2025,2,PARANA,0,CORITIBA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,3,ATLETICO,1,ANAPOLIS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1169,17/02/2025,4,LONDRINA,0,ATHLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,5,PONTE PRETA,0,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,6,YPIRANGA,0,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,7,SPORT,1,NAUTICO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,8,FLAMENGO,2,VASCO DA GAMA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,9,CAXIAS,1,SAO JOSE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,10,PORT DESPORT,2,CORINTHIANS,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,11,BOAVISTA,1,BOTAFOGO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,12,BARCELONA,0,BAHIA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1169,17/02/2025,13,FLUMINENSE,2,NOVA IGUACU,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1169,17/02/2025,14,SANTOS,3,AGUA SANTA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1170,24/02/2025,1,AMERICA,1,CRUZEIRO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1170,24/02/2025,2,TOMBENSE,0,ATLETICO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1170,24/02/2025,3,FLAMENGO,5,MARICA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1170,24/02/2025,4,CAXIAS,0,INTERNACIONAL,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1170,24/02/2025,5,AVAI,0,CRICIUMA,3,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1170,24/02/2025,6,BAHIA,2,JUAZEIRENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1170,24/02/2025,7,GREMIO,2,JUVENTUDE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1170,24/02/2025,8,VASCO DA GAMA,1,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1170,24/02/2025,9,SAO BERNARDO,1,SAO PAULO,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1170,24/02/2025,10,CORINTHIANS,2,GUARANI,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1170,24/02/2025,11,MIRASSOL,2,PALMEIRAS,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1170,24/02/2025,12,FLUMINENSE,3,BANGU,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1170,24/02/2025,13,INTER LIMEIRA,0,SANTOS,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1170,24/02/2025,14,PONTE PRETA,0,BRAGANTINO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1171,05/03/2025,1,JUVENTUDE,2,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,2,LONDRINA,2,CIANORTE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,3,MURICI,1,CSA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,4,CORURIPE,0,CSE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,5,BAHIA,1,JACUIPENSE,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,6,SERGIPE,0,AMERICA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,7,ATLETICO MADRID,1,ATHLETIC BILBAO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,8,PSG,4,LILLE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,9,INTERNACIONAL,3,CAXIAS,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,10,ALTOS,4,04 DE JULHO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1171,05/03/2025,11,AVENIDA,3,SAO JOSE,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1171,05/03/2025,12,BARCELONA,4,REAL SOCIEDAD,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1171,05/03/2025,13,SAO BERNARDO,0,PALMEIRAS,3,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1171,05/03/2025,14,MILAN,1,LAZIO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,1,ATLETICO,4,AMERICA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1172,10/03/2025,2,ASA,2,CRB,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1172,10/03/2025,3,INTER DE MILAO,3,MONZA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1172,10/03/2025,4,BARCELONA,0,OSASUNA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1172,10/03/2025,5,VERONA,1,BOLOGNA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,6,CHELSEA,1,LEICESTER,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,7,NAPOLI,2,FIORENTINA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,8,REAL MADRID,2,RAYO VALLECANO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,9,MANCHESTER UNITED,1,ARSENAL,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,10,VOLTA REDONDA,0,FLUMINENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,11,REAL BETIS,1,LAS PALMAS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,12,ATHLETIC BILBAO,1,MALLORCA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,13,JUVENTUS,0,ATALANTA BERGAMAS,4,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1172,10/03/2025,14,REAL SOCIEDAD,0,SEVILLA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,1,FLAMENGO,0,FLUMINENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,2,CRB,2,ASA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1173,17/03/2025,3,AMERICA,1,ATLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1173,17/03/2025,4,SANTA CRUZ,0,SPORT,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1173,17/03/2025,5,GAMA,3,BRASILIENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1173,17/03/2025,6,FORTALEZA,0,CEARA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1173,17/03/2025,7,FULHAM,2,TOTTENHAM,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,8,ARSENAL,1,CHELSEA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,9,INTERNACIONAL,1,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,10,VILA NOVA,0,GOIAS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,11,BAHIA,2,VITORIA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,12,FIORENTINA,3,JUVENTUS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,13,LEICESTER,0,MANCHESTER UNITED,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1173,17/03/2025,14,ATLETICO MADRID,2,BARCELONA,4,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1174,24/03/2025,1,CEARA,1,FORTALEZA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1174,24/03/2025,2,CAPITAL,2,CEILANDIA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1174,24/03/2025,3,PORTUGUESA AP,1,SANTOS,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1174,24/03/2025,4,ITABAIANA,1,CONFIANCA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1174,24/03/2025,5,AVAI,1,CHAPECOENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1174,24/03/2025,6,FERROVIARIA VRD,0,RIO BRANCO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1174,24/03/2025,7,FC PANTANAL,1,OPERARIO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1174,24/03/2025,8,IMPERATRIZ,1,IAPE MA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1174,24/03/2025,9,ESPANHA,2,HOLANDA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1174,24/03/2025,10,VITORIA,1,BAHIA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1174,24/03/2025,11,FRANCA,2,CROACIA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1174,24/03/2025,12,IRLANDA,2,BULGARIA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1174,24/03/2025,13,ALEMANHA,3,ITALIA,3,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1174,24/03/2025,14,PORTUGAL,3,DINAMARCA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1175,31/03/2025,1,GREMIO,2,ATLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,2,OPERARIO,1,MARINGA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,3,ABC,0,AMERICA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,4,MARANHAO,1,MOTO CLUB,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,5,CONFIANCA,1,ITABAIANA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,6,FORTALEZA,2,FLUMINENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,7,JUVENTUDE,2,VITORIA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,8,CRUZEIRO,2,MIRASSOL,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,9,SAO PAULO,0,SPORT,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,10,FLAMENGO,1,INTERNACIONAL,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1175,31/03/2025,11,PALMEIRAS,0,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1175,31/03/2025,12,VILA NOVA,3,ANAPOLIS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1175,31/03/2025,13,VASCO DA GAMA,2,SANTOS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1175,31/03/2025,14,BAHIA,1,CORINTHIANS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1176,03/04/2025,1,TALLERES,0,SAO PAULO,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1176,03/04/2025,2,CARABOBO,0,ESTUDIANTES,2,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1176,03/04/2025,3,CLUB UNION S.FE,1,CRUZEIRO,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1176,03/04/2025,4,CERRO PORTENO,4,BOLIVAR,2,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1176,03/04/2025,5,ONCE CALDAS,0,FLUMINENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1176,03/04/2025,6,CIENCIANO,0,ATLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1176,03/04/2025,7,FORTALEZA,0,RACING/ARG,3,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1176,03/04/2025,8,MELGAR,3,VASCO DA GAMA,3,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1176,03/04/2025,9,CORINTHIANS,1,HURACAN,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1176,03/04/2025,10,VITORIA,1,UN CAT EQUADOR,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1176,03/04/2025,11,UNIVERSITARIO,0,RIVER PLATE,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1176,03/04/2025,12,SPORTIVO LUQUEÑO,1,GREMIO,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1176,03/04/2025,13,UNIVERSIDAD CHILE,1,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1176,03/04/2025,14,SPORT,1,RETRO BRASIL,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1177,07/04/2025,1,CORINTHIANS,3,VASCO DA GAMA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1177,07/04/2025,2,CEARA,2,GREMIO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1177,07/04/2025,3,MILAN,2,FIORENTINA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1177,07/04/2025,4,BARCELONA,1,REAL BETIS,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1177,07/04/2025,5,BOTAFOGO,2,JUVENTUDE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1177,07/04/2025,6,ATLETICO,0,SAO PAULO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1177,07/04/2025,7,FLUMINENSE,2,BRAGANTINO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1177,07/04/2025,8,MANCHESTER UNITED,0,MANCHESTER CITY,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1177,07/04/2025,9,SPORT,1,PALMEIRAS,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1177,07/04/2025,10,INTERNACIONAL,3,CRUZEIRO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1177,07/04/2025,11,VITORIA,1,FLAMENGO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1177,07/04/2025,12,MIRASSOL,1,FORTALEZA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1177,07/04/2025,13,SANTOS,2,BAHIA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1177,07/04/2025,14,ROMA,1,JUVENTUS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1178,10/04/2025,1,FLAMENGO,1,CENTRAL CÓRDOBA,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1178,10/04/2025,2,CARACAS,2,CIENCIANO,2,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,3,LIBERTAD,2,TALLERES,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,4,BOTAFOGO,2,CARABOBO,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,5,GREMIO,2,GRAU,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,6,AMERICA DE CALI,1,CORINTHIANS,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,7,RIVER PLATE,0,BARCELONA,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,8,ESTUDIANTES,1,UNIVERSIDAD CHILE,2,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,9,VASCO DA GAMA,1,ACAD PUERTO CABEL,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,10,INDEP. DEL VALLE,1,UNIVERSITARIO,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1178,10/04/2025,11,NACIONAL,0,BAHIA,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1178,10/04/2025,12,PAYSANDU,0,GOIAS,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1178,10/04/2025,13,PALMEIRAS,1,CERRO PORTENO,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1178,10/04/2025,14,CRUZEIRO,1,MUSHUC RUNA,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1179,14/04/2025,1,PALMEIRAS,2,CORINTHIANS,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1179,14/04/2025,2,BRAGANTINO,1,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1179,14/04/2025,3,JUVENTUDE,2,CEARA,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1179,14/04/2025,4,CHAPECOENSE,1,CORITIBA,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1179,14/04/2025,5,AMAZONAS,0,FERROVIARIA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1179,14/04/2025,6,VASCO DA GAMA,3,SPORT,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1179,14/04/2025,7,NEW CASTLE,4,MANCHESTER UNITED,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1179,14/04/2025,8,BAHIA,1,MIRASSOL,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1179,14/04/2025,9,GREMIO,0,FLAMENGO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1179,14/04/2025,10,SAO PAULO,1,CRUZEIRO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1179,14/04/2025,11,BOTAFOGO,1,ATLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1179,14/04/2025,12,FLUMINENSE,1,SANTOS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1179,14/04/2025,13,FORTALEZA,0,INTERNACIONAL,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1179,14/04/2025,14,ATLETICO,2,VITORIA,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1180,17/04/2025,1,BOTAFOGO,2,SAO PAULO,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,2,CUIABA,2,ATHLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1180,17/04/2025,3,CEARA,2,VASCO DA GAMA,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1180,17/04/2025,4,SPORT,0,BRAGANTINO,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,5,SAMP CORREA,1,TUNTUM,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1180,17/04/2025,6,MIRASSOL,4,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,7,INTERNACIONAL,0,PALMEIRAS,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,8,CORINTHIANS,0,FLUMINENSE,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,9,PAYSANDU,0,CHAPECOENSE,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,10,AVAI,1,OPERARIO,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,11,CORITIBA,0,NOVORIZONTINO,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,12,SANTOS,2,ATLETICO,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,13,VITORIA,2,FORTALEZA,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1180,17/04/2025,14,FLAMENGO,6,JUVENTUDE,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1181,22/04/2025,1,VASCO DA GAMA,0,FLAMENGO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1181,22/04/2025,2,CORINTHIANS,2,SPORT,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1181,22/04/2025,3,VILA NOVA,2,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1181,22/04/2025,4,ATLETICO,1,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1181,22/04/2025,5,SAO PAULO,2,SANTOS,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1181,22/04/2025,6,FLUMINENSE,1,VITORIA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1181,22/04/2025,7,FORTALEZA,1,PALMEIRAS,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1181,22/04/2025,8,ATHLETICO,2,CRB,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1181,22/04/2025,9,AMERICA,1,GOIAS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1181,22/04/2025,10,BRAGANTINO,1,CRUZEIRO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1181,22/04/2025,11,NOVORIZONTINO,1,CRICIUMA,1,PRINCIPAL - FUTEBOL MASCULINO,Segunda-feira
1181,22/04/2025,12,BAHIA,1,CEARA,0,PRINCIPAL - FUTEBOL MASCULINO,Segunda-feira
1181,22/04/2025,13,GREMIO,1,INTERNACIONAL,1,PRINCIPAL - FUTEBOL MASCULINO,Segunda-feira
1181,22/04/2025,14,REMO,1,CORITIBA,0,PRINCIPAL - FUTEBOL MASCULINO,Segunda-feira
1182,24/04/2025,1,LDU,0,FLAMENGO,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1182,24/04/2025,2,CARABOBO,1,UNIVERSIDAD CHILE,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1182,24/04/2025,3,ATLETICO,1,CUIABA,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1182,24/04/2025,4,INTERNACIONAL,3,NACIONAL,3,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1182,24/04/2025,5,VASCO DA GAMA,0,LANUS,0,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1182,24/04/2025,6,COLO COLO,0,RACING/URU,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1182,24/04/2025,7,BARCELONA,0,UNIVERSITARIO,1,PRINCIPAL - FUTEBOL MASCULINO,Terça-feira
1182,24/04/2025,8,UNIÓN ESPAÑOLA,1,FLUMINENSE,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1182,24/04/2025,9,OLIMPIA,0,PENAROL,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1182,24/04/2025,10,HURACAN,0,AMERICA DE CALI,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1182,24/04/2025,11,GOIAS,1,PAYSANDU,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1182,24/04/2025,12,LIBERTAD,0,SAO PAULO,2,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1182,24/04/2025,13,CARACAS,1,ATLETICO,1,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1182,24/04/2025,14,ESTUDIANTES,1,BOTAFOGO,0,PRINCIPAL - FUTEBOL MASCULINO,Quarta-feira
1183,28/04/2025,1,FLAMENGO,4,CORINTHIANS,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1183,28/04/2025,2,INTERNACIONAL,3,JUVENTUDE,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1183,28/04/2025,3,CORITIBA,2,OPERARIO,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1183,28/04/2025,4,CEARA,1,SAO PAULO,1,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1183,28/04/2025,5,MIRASSOL,2,ATLETICO,2,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1183,28/04/2025,6,AVAI,3,AMERICA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1183,28/04/2025,7,SPORT,0,FORTALEZA,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1183,28/04/2025,8,BOTAFOGO,2,FLUMINENSE,0,PRINCIPAL - FUTEBOL MASCULINO,Sábado
1183,28/04/2025,9,CRUZEIRO,1,VASCO DA GAMA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1183,28/04/2025,10,VITORIA,1,GREMIO,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1183,28/04/2025,11,PALMEIRAS,0,BAHIA,1,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1183,28/04/2025,12,CUIABA,1,FERROVIARIA,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1183,28/04/2025,13,SANTOS,1,BRAGANTINO,2,PRINCIPAL - FUTEBOL MASCULINO,Domingo
1183,28/04/2025,14,NAPOLI,2,TORINO,0,PRINCIPAL - FUTEBOL MASCULINO,Domingo
