Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
Q,1,09/12/20,Bahia,2-3,Defensa y Justicia
Q,1,09/12/20,Junior Barranquilla,1-2,Coquimbo Unido
Q,1,10/12/20,Lanús,0-0,Independiente
Q,2,15/12/20,Univ. Católica (CHI),1-3,Vélez Sarsfield
Q,2,16/12/20,Defensa y Justicia,1-0,Bahia
Q,2,16/12/20,Coquimbo Unido,0-1,Junior Barranquilla
Q,2,17/12/20,Independiente,1-3,Lanús
S,1,06/01/21,Vélez Sarsfield,0-1,Lanús
S,1,12/01/21,Coquimbo Unido,0-0,Defensa y Justicia
S,2,13/01/21,Lanús,3-0,Vélez Sarsfield
S,2,16/01/21,Defensa y Justicia,4-2,Coquimbo Unido
F,1,23/01/21,Lanús,0-3,Defensa y Justicia
